TIC_ID,ra,dec,Tmag
1509677209,264.385588541963,-66.5728530584378,10.838
1509804628,263.527509847628,-67.462474638705,10.3794
1509677210,264.38442620139,-66.5733357764644,9.4441004
1509641020,264.96157402388,-67.5938962899234,11.416
1815995145,280.772723725126,-66.7155426110067,9.4528999
1815995146,280.773142992383,-66.7160148180655,9.5676003
1815990698,280.529358299955,-67.0864308044614,10.7498
1815990696,280.528718963502,-67.0863700797753,11.246
1816113341,285.23911953418,-66.4028364176342,7.1465001
1816105551,285.362119245961,-66.8167763513597,11.5887
1816109787,286.713862677415,-66.3047000417308,10.3633
1816057985,288.478618895174,-67.7142714323536,7.9148002
1816026130,286.710277568089,-67.4588762772015,9.7238998
1816073804,287.861279473479,-66.7916152349414,11.7623
1816077578,288.986122791351,-66.3050856437904,11.9453
1509709019,269.407394921541,-66.6963761919448,11.0831
1509709021,269.406214016511,-66.6963202526761,11.0052
1688990506,271.547864901585,-66.6407875170117,8.8175001
1922485398,293.978112142926,-66.6787411468166,11.7145
1122227139,220.429068985318,-66.0706664716039,10.7227
1122227140,220.43016236772,-66.0705538650159,10.8719
1922431397,297.790323835626,-67.9903896234422,10.1653
1922431398,297.789828506338,-67.9898527589349,10.5814
1310596281,251.044384857235,-67.8055843694772,11.4431
466160424,296.755521815313,-66.7101633825645,11.9283
1688963521,273.356635563626,-66.8478433526526,11.8303
1688963522,273.355099005938,-66.8481350700175,11.6369
1922364987,292.630460874772,-67.5663977627048,11.8409
1922364983,292.630854435486,-67.5667273720317,11.3398
1688868791,274.049393146656,-67.1445014111388,10.839
1207087057,241.860268733676,-67.909085794945,11.9454
1207087030,241.861256199246,-67.9092808409132,10.7415
1688868793,274.048694904934,-67.14448042034,10.8104
1922429711,299.511448176958,-67.8610749051995,10.2584
1922376560,290.641597869863,-67.3675689609485,11.3508
1922376562,290.640894432933,-67.366904838024,11.4981
1509528939,261.896194074464,-67.5114047779938,11.8266
1509528944,261.896429814151,-67.511700391431,11.4814
409885716,293.978112142926,-66.6787411468166,11.7145
615696167,10.9885527292674,-67.1144479500619,11.8138
